"Grant.ID","category","date","description","amount"
"2253233-1819","Unused Funds","
  2022-12-30","
  unused funds - Program is continuing to attempt to recruit a urogynecologist to work at the hospital. Additionally, the program is exploring increasing the gynecology oncology faculty to allow residents to have an additional day per week in which that subspecialty would be working in the clinic with the residents. Finally the program is looking to apply unspent funds towards resident salaries.","
  308215.91
"
"2253233-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  50000
"
"2253233-1920","Unused Funds","
  2022-12-30","
  unused funds - Program is continuing to attempt to recruit a urogynecologist to work at the hospital. Additionally, the program is exploring increasing the gynecology oncology faculty to allow residents to have an additional day per week in which that subspecialty would be working in the clinic with the residents. Finally the program is looking to apply unspent funds towards resident salaries.","
  275226.87
"
"2253233-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  50000
"
"2253233-2021","Unused Funds","
  2022-12-30","
  unused funds - Program is continuing to attempt to recruit a urogynecologist to work at the hospital. Additionally, the program is exploring increasing the gynecology oncology faculty to allow residents to have an additional day per week in which that subspecialty would be working in the clinic with the residents. Finally the program is looking to apply unspent funds towards resident salaries.","
  100000
"
"2253233-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries","
  50000
"
"2253233-2122","Unused Funds","
  2022-12-30","
  unused funds - Program is continuing to attempt to recruit a urogynecologist to work at the hospital. Additionally, the program is exploring increasing the gynecology oncology faculty to allow residents to have an additional day per week in which that subspecialty would be working in the clinic with the residents. Finally the program is looking to apply unspent funds towards resident salaries.","
  25000
"
"2253195-1920","Salaries, Benefits and Wages","
  2022-12-19","
  Resident Salaries, Benefits and Wages","
  25000
"
"2253195-2021","Salaries, Benefits and Wages","
  2022-12-22","
  Resident Salaries, benefits and Wages","
  25000
"
"2253195-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident Salaries, benefits and Wages","
  37500
"
"2253195-2122","Unused Funds","
  2022-12-30","
  Anticipated use for Resident Salaries, Benefits and Wages","
  37500
"
"2253224-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits and Wages for Residents","
  50000
"
"2253224-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits and Wages for Residents","
  25000
"
"2253224-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salaries, Benefits and Wages for Residents","
  25000
"
"2253224-2122","Unused Funds","
  2022-12-30","
  Salaries, Benefits and Wages for Residents","
  25000
"
"2253289-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Resident salaries, housing stipend, benefits","
  93878.5
"
"2253289-2122","Contractual and Consultant Costs","
  2022-12-30","
  NICU rotation and educational director","
  7812.5
"
"2253289-2122","Educational Materials","
  2022-12-30","
  Study materials for board prep","
  6321
"
"2253289-2122","Licensing Fees","
  2022-12-30","
  Postgraduate training licenses from MBC","
  3678
"
"2253289-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  American Academy of Pediatrics memberships","
  810
"
"2253225-2021","Medical Equipment","
  2022-07-26","
  Lumbar puncture trainer","
  2410
"
"2253225-2021","Travel","
  2022-08-25","
  Travel to present original research at the annual CHEST conference","
  1587.39
"
"2253225-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-29","
  Membership for interns to ACP and purchase of MKSAP 19 digital boards prep","
  12699.03
"
"2253225-2021","Faculty Development","
  2022-12-19","
  Grand rounds honorarium for outside speaker as part of our faculty development lecture series","
  300
"
"2253225-2021","Faculty Development","
  2022-09-30","
  Grand rounds and in person workshop and travel reimbursement for outside speaker as part of our faculty development lecture series","
  3746.12
"
"2253225-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-03","
  ACP membership to support submission of scholarly activity","
  108.33
"
"2253225-2021","Unused Funds","
  2022-12-31","
  unused funds to be used in the next reporting period","
  5932.38
"
"2253248-1819","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-15","
  sfp/fls ","
  2500
"
"2253248-1819","Educational Materials","
  2022-07-15","
  books/ supplies","
  655
"
"2253248-1819","Educational Workshops, Conferences or Retreat","
  2022-09-01","
  ASRM/ APHA","
  1023.31
"
"2253248-1819","Travel","
  2022-11-01","
  ASRM and APHA ","
  4021.03
"
"2253248-1819","Recruitment","
  2022-08-01","
  Thalamus","
  750
"
"2253248-1819","Unused Funds","
  2022-12-21","
  Resident wellbeing ","
  11500
"
"2253248-1819","Unused Funds","
  2022-12-21","
  travel","
  10000
"
"2253248-1819","Unused Funds","
  2022-12-21","
  recruitment","
  21529.15
"
"2253248-1819","Unused Funds","
  2022-12-21","
  Graduation","
  5000
"
"2253248-1819","Unused Funds","
  2022-12-21","
  board fees and prep","
  14600
"
"2253248-1819","Unused Funds","
  2022-12-21","
  membership/subscriptions","
  25000
"
"2253248-1819","Unused Funds","
  2022-12-21","
  text books and materials","
  10000
"
"2253248-1819","Unused Funds","
  2022-12-21","
  Intern onboarding expenses","
  17500
"
"2253248-1920","Faculty Development","
  2022-12-22","
  Stanford Faculty Development","
  5500
"
"2253248-1920","Educational Workshops, Conferences or Retreat","
  2022-12-22","
  APGO/CREOG Conference &amp; School ","
  5000
"
"2253248-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-22","
  AAGL ","
  350
"
"2253248-1920","Resident Well-Being","
  2022-12-22","
  Wellbeing Index","
  11000
"
"2253248-1920","Educational Materials","
  2022-12-22","
  SSS Supplies ","
  50
"
"2253248-1920","Unused Funds","
  2022-12-22","
  scholarship","
  75000
"
"2253248-1920","Unused Funds","
  2022-12-22","
  Faculty Development","
  20000
"
"2253248-1920","Unused Funds","
  2022-12-22","
  Simulation equipment","
  20000
"
"2253248-1920","Unused Funds","
  2022-12-22","
  memberships/ subscriptions","
  20000
"
"2253248-1920","Unused Funds","
  2022-12-22","
  recruitment","
  20000
"
"2253248-1920","Unused Funds","
  2022-12-22","
  travel ","
  15000
"
"2253248-1920","Unused Funds","
  2022-12-22","
  Resident wellbeing","
  19294.07
"
"2253196-2021","Recruitment","
  2022-07-20","
  recruitment supplies for national american academy of family physicians annual recruitment conference. ","
  210.23
"
"2253196-2021","Recruitment","
  2022-07-25","
  conference registration for California academy of family physicians. Recruitment for California specific students and residencies. ","
  500
"
"2253196-2021","Licensing Fees","
  2022-09-01","
  application fee to transition from PTL to P&amp;S license","
  526.5
"
"2253196-2021","Contractual and Consultant Costs","
  2022-08-01","
  monthly fee for community faculty Dr Michaela Staley to cover the inpatient family medicine service with residents.","
  2160
"
"2253196-2021","Contractual and Consultant Costs","
  2022-11-30","
  monthly fee for community faculty Dr Michaela Staley to cover the inpatient family medicine service with residents.","
  3240
"
"2253196-2021","Contractual and Consultant Costs","
  2022-12-30","
  monthly fee for community faculty Dr Michaela Staley to cover the inpatient family medicine service with residents.","
  1080
"
"2253196-2021","Salaries, Benefits and Wages","
  2022-12-30","
  salaries, benefits, and wages for resident - Filiberto Morales","
  22283.27
"
"2253196-2122","Educational Materials","
  2022-12-14","
  uworld question bank for resident sevana manukian to study for step 3","
  449
"
"2253196-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-26","
  american academy of family physicians membership annual dues for faculty Dr Miguel Alvarez Estrada","
  854
"
"2253196-2122","Licensing Fees","
  2022-09-21","
  step 3 exam registration fee for licensing","
  915
"
"2253196-2122","Licensing Fees","
  2022-07-02","
  PTL application fee for resident Sevana Manukian","
  769
"
"2253196-2122","Licensing Fees","
  2022-07-05","
  physician and surgeon license renewal fees for faculty member Dr Alvarez Estrada","
  910
"
"2253196-2122","Educational Workshops, Conferences or Retreat","
  2022-07-04","
  registration and conference attendance for national recruitment conference with the AAFP. We sent 4 faculty and 3 residents","
  4000
"
"2253196-2122","Salaries, Benefits and Wages","
  2022-12-30","
  salaries, benefits and wages for resident - Sevana Manukian","
  22103
"
"2253197-1920","Salaries, Benefits and Wages","
  2022-07-31","
  Kari Barnard Resident Salaries and Benefits","
  7707.78
"
"2253197-1920","Salaries, Benefits and Wages","
  2022-08-31","
  Kari Barnard Resident Salaries and Benefits","
  8024.57
"
"2253197-1920","Salaries, Benefits and Wages","
  2022-08-31","
  Mahrose Iftikhar Resident Salary and Benefits","
  4200.14
"
"2253197-1920","Salaries, Benefits and Wages","
  2022-09-30","
  Kari Barnard Resident Salaries and Benefits","
  7675.66
"
"2253197-1920","Salaries, Benefits and Wages","
  2022-11-30","
  Kari Barnard Resident Salaries and Benefits","
  6628.99
"
"2253197-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Kari Barnard Resident Salaries and Benefits","
  2917.64
"
"2253197-1920","Insurance","
  2022-08-08","
  Residency Medical Malpractice Insurance","
  15000
"
"2253197-1920","Educational Workshops, Conferences or Retreat","
  2022-07-08","
  AAFP Resident Conference Registration Kari Barnard","
  200
"
"2253197-1920","Educational Workshops, Conferences or Retreat","
  2022-08-08","
  CAFP Conference Airfare Kari Barnard","
  333.2
"
"2253197-1920","Educational Workshops, Conferences or Retreat","
  2022-10-25","
  CAFP Conference Travel Expenses Kari Barnard","
  360.52
"
"2253197-1920","Educational Materials","
  2022-08-24","
  In Training Exam Registration Kari Barnard","
  50
"
"2253197-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-30","
  AAFP Resident Membership Dues Kari Barnard","
  40
"
"2253197-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-03","
  CAFP Resident Membership Dues Kari Barnard","
  35
"
"2253197-1920","Licensing Fees","
  2022-08-04","
  Medical License Application Fee Kari Barnard","
  456.5
"
"2253197-1920","Licensing Fees","
  2022-08-03","
  Transcript Fee for Medical License Kari Barnard","
  70
"
"2253197-1920","Licensing Fees","
  2022-12-05","
  ABFM 2023 Exam Fee Kari Barnard","
  1300
"
"2253197-2021","Salaries, Benefits and Wages","
  2022-07-31","
  Mahrose Iftikhar Resident Salary and Benefits","
  6784.85
"
"2253197-2021","Salaries, Benefits and Wages","
  2022-08-31","
  Mahrose Iftikhar Resident Salary and Benefits","
  3230.88
"
"2253197-2021","Salaries, Benefits and Wages","
  2022-09-30","
  Mahrose Iftikhar Resident Salary and Benefits","
  2665.48
"
"2253197-2021","Salaries, Benefits and Wages","
  2022-10-31","
  Mahrose Iftikhar Resident Salary and Benefits","
  4038.6
"
"2253197-2021","Salaries, Benefits and Wages","
  2022-11-30","
  Mahrose Iftikhar Resident Salary and Benefits","
  4119.37
"
"2253197-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Mahrose Iftikhar Resident Salary and Benefits","
  4035.82
"
"2253197-2021","Educational Materials","
  2022-08-24","
  ABFM In Training Exam Fee Mahrose Iftikhar","
  50
"
"2253197-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-03","
  CAFP Membership Dues Mahrose Iftikhar","
  35
"
"2253197-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-07","
  AAFP Resident Membership Dues Mahrose Iftikhar","
  40
"
"2253197-2122","Salaries, Benefits and Wages","
  2022-07-31","
  Alexis Bartschi  Resident Salary &amp; Benefits","
  6400.8
"
"2253197-2122","Salaries, Benefits and Wages","
  2022-08-31","
  Alexis Bartschi Resident Salary &amp; Benefits","
  2286
"
"2253197-2122","Salaries, Benefits and Wages","
  2022-09-30","
  Alexis Bartschi Resident Salary &amp; Benefits","
  2399.9
"
"2253197-2122","Salaries, Benefits and Wages","
  2022-10-31","
  Alexis Bartschi Resident Salary &amp; Benefits","
  4191
"
"2253197-2122","Salaries, Benefits and Wages","
  2022-11-30","
  Alexis Bartschi Resident Salary &amp; Benefits","
  2743.2
"
"2253197-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Alexis Bartschi Resident Salary &amp; Benefits","
  4182.35
"
"2253197-2122","Educational Workshops, Conferences or Retreat","
  2022-07-07","
  NRP Training Fee Alexis Bartschi","
  45
"
"2253197-2122","Educational Workshops, Conferences or Retreat","
  2022-07-29","
  ACLS/PALS/BLS Renewal Fees Alexis Bartschi","
  465
"
"2253197-2122","Educational Workshops, Conferences or Retreat","
  2022-08-04","
  NRP Training Materials","
  200
"
"2253197-2122","Educational Workshops, Conferences or Retreat","
  2022-10-13","
  ALSO Course Fee Alexis Bartschi","
  150
"
"2253197-2122","Travel","
  2022-10-05","
  Rural Rotation Travel Costs Alexis Bartschi","
  1198.45
"
"2253197-2122","Educational Materials","
  2022-08-24","
  ABFM In Training Exam Fee Alexis Bartschi","
  50
"
"2253197-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-03","
  CAFP Resident Membership Dues Alexis Bartschi","
  35
"
"2253197-2122","Licensing Fees","
  2022-07-07","
  OMBC License Fees and Expenses Alexis Bartschi","
  653.3
"
"2253227-2021","Salaries, Benefits and Wages","
  2022-07-02","
  For Residents","
  55000
"
"2253277-2021","Meals","
  2022-07-06","
  EM Faculty Education Meeting Breakfast","
  17.53
"
"2253277-2021","Meals","
  2022-07-06","
  EM Resident Didactics Breakfast","
  20.63
"
"2253277-2021","Meals","
  2022-07-06","
  EM Faculty Education Meeting Lunch","
  120.69
"
"2253277-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-12","
  EM Zoom Monthly Subscription","
  14.99
"
"2253277-2021","Educational Workshops, Conferences or Retreat","
  2022-07-12","
  EM Bootcamp Materials","
  150.43
"
"2253277-2021","Licensing Fees","
  2022-07-13","
  EM Resident DO Licensing Fees","
  218.02
"
"2253277-2021","Meals","
  2022-07-20","
  Resident Snacks for Simulation Day","
  53.88
"
"2253277-2021","Travel","
  2022-07-25","
  EM Ultrasound Conference Flight","
  733.55
"
"2253277-2021","Educational Workshops, Conferences or Retreat","
  2022-07-25","
  EM Yale POCUS Conference Registration","
  1300
"
"2253277-2021","Recruitment","
  2022-07-28","
  EM Residency Fair Booth","
  375
"
"2253277-2021","Educational Workshops, Conferences or Retreat","
  2022-08-10","
  EM Faculty Ultrasound Conference Lodging","
  344.95
"
"2253277-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-12","
  EM Monthly Zoom Subscription","
  14.99
"
"2253277-2021","Meals","
  2022-08-17","
  EM Snacks for Simulation Day","
  73.1
"
"2253277-2021","Licensing Fees","
  2022-08-17","
  EM Resident Licensing Fees","
  100
"
"2253277-2021","Educational Materials","
  2022-08-25","
  ACEP Conference Recruitment Lodging","
  284.18
"
"2253277-2021","Meals","
  2022-08-29","
  EM Resident Journal Club Lunch","
  223.2
"
"2253277-2021","Meals","
  2022-08-31","
  EM Didactics Snacks","
  20
"
"2253277-2021","Meals","
  2022-09-07","
  EM Faculty Education Meeting","
  70.87
"
"2253277-2021","Meals","
  2022-09-07","
  EM Resident Didactic Lunch","
  295.79
"
"2253277-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-12","
  EM Monthly Zoom Subscription","
  14.99
"
"2253277-2021","Educational Materials","
  2022-09-12","
  EM Board Review Materials","
  500
"
"2253277-2021","Educational Materials","
  2022-09-14","
  EM Simulation Materials","
  174.41
"
"2253277-2021","Meals","
  2022-09-15","
  EM Resident Didactics Lunch","
  109.93
"
"2253277-2021","Meals","
  2022-10-05","
  EM Faculty Education Meeting","
  142.98
"
"2253277-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-12","
  EM Monthly Zoom Subscription","
  14.99
"
"2253277-2021","Meals","
  2022-10-13","
  EM Resident Didactic Snacks","
  83.6
"
"2253277-2021","Meals","
  2022-10-13","
  EM Recruitment Lunch","
  107.88
"
"2253277-2021","Meals","
  2022-10-18","
  EM Resident Wellness Breakfast for Intern Residents","
  180.17
"
"2253277-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-17","
  EM Residency Dropbox Subscription","
  199
"
"2253277-2021","Licensing Fees","
  2022-10-25","
  EM Resident Licensure Fees","
  70
"
"2253277-2021","Meals","
  2022-11-02","
  EM Faculty Education Meeting","
  101.13
"
"2253277-2021","Meals","
  2022-11-09","
  EM Recruitment Interviews","
  73.36
"
"2253277-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-12","
  EM Monthly Zoom Subscription","
  14.99
"
"2253277-2021","Meals","
  2022-11-16","
  EM Chief Resident Lunch","
  150.9
"
"2253277-2021","Meals","
  2022-11-17","
  EM Recruitment Interviews","
  41.46
"
"2253277-2021","Educational Workshops, Conferences or Retreat","
  2022-12-09","
  EM CORD Conference Registration (APD)","
  625
"
"2253277-2021","Educational Materials","
  2022-12-09","
  EM Resident ITE Exam","
  2240
"
"2253277-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-12","
  EM Monthly Zoom Subscription","
  14.99
"
"2253277-2021","Educational Materials","
  2022-12-12","
  Materials for SIM Cadaver Lab Experience","
  462.32
"
"2253277-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Rotation Salaries","
  172992.1
"
"2253277-2021","Resident Well-Being","
  2022-09-29","
  Wellness Retreat deposit","
  1375
"
"2253277-2021","Resident Well-Being","
  2022-11-02","
  Wellness Retreat final payment","
  3379
"
"2253277-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-26","
  New Innovations Subscription","
  17325
"
"2253277-2122","Recruitment","
  2022-08-04","
  EM Residency Recruitment Video","
  4350
"
"2253277-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-25","
  ACGME Accreditation Fee","
  6800
"
"2253277-2122","Educational Workshops, Conferences or Retreat","
  2022-10-11","
  EM Faculty Conference","
  1545.63
"
"2253277-2122","Educational Workshops, Conferences or Retreat","
  2022-10-31","
  EM Faculty Conference","
  287.05
"
"2253277-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-26","
  EM CORD Membership","
  1850
"
"2253277-2122","Resident Well-Being","
  2022-11-29","
  EM Jackets","
  487.34
"
"2253277-2122","Recruitment","
  2022-09-27","
  EM Recruitment Tablecloth for Residency Fair","
  110
"
"2253277-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Rotation Salaries","
  4744.98
"
"2253257-1920","Educational Workshops, Conferences or Retreat","
  2022-07-15","
  Didactic Presentation Stipend","
  400
"
"2253257-1920","Educational Workshops, Conferences or Retreat","
  2022-07-14","
  Resident ACLS, PALS &amp; BLS Renewals","
  2800
"
"2253257-1920","Resident Well-Being","
  2022-08-03","
  FM Resident Jackets","
  1502
"
"2253257-1920","Educational Materials","
  2022-08-03","
  FM Integrative Medicine Curriculum","
  2500
"
"2253257-1920","Educational Workshops, Conferences or Retreat","
  2022-08-11","
  FM Faculty Conference","
  415.78
"
"2253257-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-30","
  Centers for Medical Education Subscription","
  14950
"
"2253257-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-24","
  AAFP Membership","
  2790
"
"2253257-1920","Educational Workshops, Conferences or Retreat","
  2022-08-30","
  AFMRD Training","
  5500
"
"2253257-1920","Contractual and Consultant Costs","
  2022-09-22","
  Consultant Fee","
  7200
"
"2253257-1920","Educational Workshops, Conferences or Retreat","
  2022-09-15","
  CAFP Summit Conference (PD)","
  842.89
"
"2253257-1920","Educational Workshops, Conferences or Retreat","
  2022-09-22","
  FM Faculty Conference","
  2137.44
"
"2253257-1920","Recruitment","
  2022-11-07","
  FM Residency Recruitment Video","
  5500
"
"2253257-1920","Graduation","
  2022-12-29","
  FM Graduation Banquet","
  5069.32
"
"2253257-1920","Salaries, Benefits and Wages","
  2022-12-29","
  Faculty Rotation Salaries","
  23392.57
"
"2253257-2021","Educational Workshops, Conferences or Retreat","
  2022-08-16","
  FM Faculty CAFP Conference Lodging (PD, APDs, PC, Resident)","
  2565.84
"
"2253257-2021","Meals","
  2022-08-17","
  FM Resident Didactics Lunch","
  196.41
"
"2253257-2021","Meals","
  2022-08-18","
  FM Faculty Education Meeting","
  249.21
"
"2253257-2021","Meals","
  2022-07-20","
  FM Resident Didactic Lunch","
  108.85
"
"2253257-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-29","
  FM CAAFP Membership","
  550
"
"2253257-2021","Educational Materials","
  2022-07-22","
  FM Resident Board Prep Materials","
  549
"
"2253257-2021","Meals","
  2022-08-03","
  FM Resident Didactics Lunch","
  252.96
"
"2253257-2021","Meals","
  2022-08-10","
  FM Resident Didactic Lunch","
  228.59
"
"2253257-2021","Educational Workshops, Conferences or Retreat","
  2022-07-14","
  FM PD Conference","
  1011.61
"
"2253257-2021","Meals","
  2022-07-06","
  FM Resident Didactic Lunch","
  401.65
"
"2253257-2021","Meals","
  2022-07-14","
  FM Resident Didactic Lunch","
  401.19
"
"2253257-2021","Educational Materials","
  2022-07-15","
  FM Resident Board Prep Materials","
  1055
"
"2253257-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Salaries for Rotations","
  29929.69
"
"2253257-2122","Educational Materials","
  2022-09-19","
  ABFM Resident ITE Exam","
  1250
"
"2253257-2122","Meals","
  2022-09-21","
  FM Resident Didactic Lunch","
  103.96
"
"2253257-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-23","
  FM Recruitment Zoom Subscription","
  149.9
"
"2253257-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-23","
  AFMRD Membership (PD)","
  195
"
"2253257-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-23","
  AFMRD Membership (APD)","
  195
"
"2253257-2122","Meals","
  2022-09-28","
  Resident Didactic Lunch","
  320.9
"
"2253257-2122","Educational Materials","
  2022-10-16","
  FM Resident Didactic Materials","
  53.09
"
"2253257-2122","Educational Workshops, Conferences or Retreat","
  2022-10-16","
  FM Program Director Conference Lodging","
  612.33
"
"2253257-2122","Educational Workshops, Conferences or Retreat","
  2022-10-22","
  FM APD Conference POCUS Lodging","
  734.41
"
"2253257-2122","Educational Workshops, Conferences or Retreat","
  2022-10-22","
  FM APD Conference POCUS Lodging","
  855.47
"
"2253257-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-27","
  FM Program Coordinator Membership","
  200
"
"2253257-2122","Educational Materials","
  2022-10-28","
  FM Educational Book for Didactics","
  112.68
"
"2253257-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-02","
  FM Dropbox Subscription for Didactics","
  199
"
"2253257-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-04","
  AAFP Resident Memberships","
  680
"
"2253257-2122","Meals","
  2022-08-24","
  FM Resident Didactic Lunch","
  219.98
"
"2253257-2122","Recruitment","
  2022-08-25","
  FM Recruitment Materials","
  35.74
"
"2253257-2122","Meals","
  2022-08-27","
  FM Faculty Conference Lunch","
  104.43
"
"2253257-2122","Travel","
  2022-08-28","
  FM Faculty Conference Hotel Parking","
  245.95
"
"2253257-2122","Travel","
  2022-08-28","
  FM Faculty Rental Car for Conference","
  258.96
"
"2253257-2122","Resident Well-Being","
  2022-09-16","
  FM Chief Resident White Coats","
  162.96
"
"2253257-2122","Educational Workshops, Conferences or Retreat","
  2022-08-19","
  FM POCUS Conference Registration (PD, APD, PC)","
  1888
"
"2253257-2122","Meals","
  2022-08-31","
  FM Resident Didactics","
  196.01
"
"2253257-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-31","
  FM Didactics Track CC Subscription","
  200
"
"2253257-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Salaries for Rotations","
  28526.23
"
"2253228-1920","Educational Materials","
  2022-07-14","
  IM ITE Exams","
  6760
"
"2253228-1920","Educational Workshops, Conferences or Retreat","
  2022-07-13","
  Conference Registration","
  100
"
"2253228-1920","Meals","
  2022-07-13","
  IM Didactic Lunch","
  526.05
"
"2253228-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-20","
  IM ACP Resident Memberships","
  7216
"
"2253228-1920","Educational Workshops, Conferences or Retreat","
  2022-07-26","
  Resident Certification Medical Training","
  7840
"
"2253228-1920","Travel","
  2022-08-18","
  AMDA Conference Lodging","
  596.67
"
"2253228-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Salaries for Rotations","
  161101.28
"
"2253228-1920","Educational Workshops, Conferences or Retreat","
  2022-07-26","
  Resident Certification Medical Training","
  3360
"
"2253228-2021","Travel","
  2022-09-07","
  IM Program Director Conference","
  443.78
"
"2253228-2021","Meals","
  2022-09-07","
  IM Didactic Meal","
  123.82
"
"2253228-2021","Meals","
  2022-08-24","
  IM ITE Lunch","
  367.29
"
"2253228-2021","Meals","
  2022-08-29","
  IM ITE Lunch","
  192.97
"
"2253228-2021","Meals","
  2022-08-25","
  IM Didactic Lunch","
  321.15
"
"2253228-2021","Meals","
  2022-08-31","
  IM Didactic Lunch","
  651.74
"
"2253228-2021","Meals","
  2022-09-07","
  IM Didactic Lunch","
  711.89
"
"2253228-2021","Meals","
  2022-09-16","
  IM Didactic Lunch","
  310.17
"
"2253228-2021","Meals","
  2022-09-23","
  IM Didactic Lunch","
  465.26
"
"2253228-2021","Meals","
  2022-09-29","
  IM Didactic Lunch","
  535.25
"
"2253228-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-10-14","
  Zoom Subscription for Residency Interviews","
  149.9
"
"2253228-2021","Resident Well-Being","
  2022-07-15","
  IM Wellness Activity","
  81.37
"
"2253228-2021","Resident Well-Being","
  2022-07-14","
  IM White Coats","
  943.08
"
"2253228-2021","Resident Well-Being","
  2022-07-02","
  IM Resident Jackets","
  1253.76
"
"2253228-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Faculty Salaries for Rotatons","
  105948.57
"
"2253198-1920","Salaries, Benefits and Wages","
  2022-12-30","
  Salary and benefits for Milad Najar Ranjbar, MD","
  75000
"
"2253198-2021","Salaries, Benefits and Wages","
  2022-12-30","
  Salary and benefits for Brian Ruiz, MD","
  37500
"
"2253198-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Salary and benefits for Maya Urva, MD","
  37500
"
"2253165-1920","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of Salaries for five residents for period 7/1/2022-12/31/2022.","
  93607.19
"
"2253165-1920","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of Benefits for five residents residents calculated as 29.6% of total salaries for period 7/1/2022-12/31/2022.","
  27707.88
"
"2253165-1920","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of total Salaries and Wages for Program Coordinator allocated to five residents for period 7/1/2022-12/31/2022.","
  5092.38
"
"2253165-1920","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of total Benefits for Program Coordinator allocated to five residents for period 7/1/2022-12/31/2022.","
  1507.85
"
"2253165-1920","Contractual and Consultant Costs","
  2022-12-30","
  56.22% of total contractual fees paid to faculty allocated to five residents for period 7/1/2022-12/31/2022.","
  43137.26
"
"2253165-1920","Travel","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  171.19
"
"2253165-1920","Contractual and Consultant Costs","
  2022-12-30","
  56.22% of total IT expenses allocated to five residents  7/1/2022-12/31/2022.","
  8666.33
"
"2253165-1920","Licensing Fees","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  1320.6
"
"2253165-1920","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  2102.91
"
"2253165-1920","Meals","
  2022-12-30","
  56.22% of total expenses allocated to five residents  7/1/2022-12/31/2022.","
  2766.11
"
"2253165-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-30","
  56.22% of total expenses for dues , subscriptions and professional activities  allocated to five residents for period 7/1/2022-12/31/2022. ","
  1420.3
"
"2253165-2021","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of Salaries for five residents for period 7/1/2022-12/31/2022.","
  93607.19
"
"2253165-2021","Salaries, Benefits and Wages","
  2022-12-30","
  56.22% of Benefits for five residents residents calculated as 29.6% of total salaries for period 7/1/2022-12/31/2022.","
  27707.88
"
