Grant ID,table
2253290-2122,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-01</Date>
			<Description>wages and benefits for 2 residents</Description>
			<Amount>25000</Amount>
		</Row>
		<total>
			<Amount>25000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>25000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>25000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253240-1920,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-01</Date>
			<Description>wages, benefits, and salary for 5 residents</Description>
			<Amount>100000</Amount>
		</Row>
		<total>
			<Amount>100000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>100000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>100000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253240-2021,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-01</Date>
			<Description>wages and benefits for 5 residents</Description>
			<Amount>145000</Amount>
		</Row>
		<total>
			<Amount>145000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>145000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>145000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253240-2122,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-01</Date>
			<Description>Salaries, wages, and benefits for 5 residents</Description>
			<Amount>90000</Amount>
		</Row>
		<total>
			<Amount>90000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>90000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>90000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253271-2021,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>This partially covers one resident salary. </Description>
			<Amount>37500</Amount>
		</Row>
		<total>
			<Amount>37500</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>37500</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>37500</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253201-1920,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Memberships, Subscriptions, and Professional Activity Costs</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>ZOOM Subscriptions</Description>
			<Amount>1259.4</Amount>
		</Row>
		<Row>
			<Expense-Category>Memberships, Subscriptions, and Professional Activity Costs</Expense-Category>
			<Date>2022-08-29</Date>
			<Description>Mobile Beacon Subscription</Description>
			<Amount>144</Amount>
		</Row>
		<Row>
			<Expense-Category>Memberships, Subscriptions, and Professional Activity Costs</Expense-Category>
			<Date>2022-09-01</Date>
			<Description>GUSI POCUS Training Subscription</Description>
			<Amount>3400</Amount>
		</Row>
		<Row>
			<Expense-Category>Contractual and Consultant Costs</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Diversity &amp; Creating Equity Training-OnTheMargins</Description>
			<Amount>10000</Amount>
		</Row>
		<Row>
			<Expense-Category>Resident Well-Being</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Resident Wellness Activities-Fall</Description>
			<Amount>3322.49</Amount>
		</Row>
		<Row>
			<Expense-Category>Recruitment</Expense-Category>
			<Date>2022-11-18</Date>
			<Description>Student Medical Assoc Booth Fee</Description>
			<Amount>3350</Amount>
		</Row>
		<Row>
			<Expense-Category>Recruitment</Expense-Category>
			<Date>2022-07-27</Date>
			<Description>Lodging AAFP Conference</Description>
			<Amount>711.87</Amount>
		</Row>
		<Row>
			<Expense-Category>Memberships, Subscriptions, and Professional Activity Costs</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Salso Pro Subscription</Description>
			<Amount>297</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-12-05</Date>
			<Description>Community Engagement Equipment-Photobooth</Description>
			<Amount>2515.24</Amount>
		</Row>
		<total>
			<Amount>25000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>25000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>25000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253201-2021,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Contractual and Consultant Costs</Expense-Category>
			<Date>2022-07-15</Date>
			<Description>Resident Coaching &amp; Development-Lee</Description>
			<Amount>3241.66</Amount>
		</Row>
		<Row>
			<Expense-Category>Contractual and Consultant Costs</Expense-Category>
			<Date>2022-09-22</Date>
			<Description>Resident Coaching &amp; Development-Lee</Description>
			<Amount>214</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-11-17</Date>
			<Description>POCUS Training Supplies</Description>
			<Amount>150</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Workshops, Conferences or Retreat</Expense-Category>
			<Date>2022-11-01</Date>
			<Description>BLS Certification Course-Vuksich</Description>
			<Amount>70</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Culinary Medicine Faculty-Kohatsu</Description>
			<Amount>13040</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-12-05</Date>
			<Description>Community Engagement Photo Booth</Description>
			<Amount>1012.51</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Unused Funds</Description>
			<Amount>7271.83</Amount>
		</Row>
		<total>
			<Amount>25000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>25000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>25000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253201-2122,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Contractual and Consultant Costs</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Diversity &amp; Creating Equity Project-Washington,Sharon</Description>
			<Amount>14700</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-09-09</Date>
			<Description>Skills Fair Training Event-Bernard</Description>
			<Amount>90.53</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-07-07</Date>
			<Description>DEI CEDAWG Training Event-Freschi</Description>
			<Amount>90.53</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-12-01</Date>
			<Description>Dynamic Neural Retraining System Video Training-Mason</Description>
			<Amount>349.95</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-08-01</Date>
			<Description>Educational Supply - I Pad Pro - Community Engagement Projects</Description>
			<Amount>1511.42</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Resident Coaching &amp; Development-Documentation</Description>
			<Amount>8257.57</Amount>
		</Row>
		<total>
			<Amount>25000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>25000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>25000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253255-1920,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Resident Well-Being</Expense-Category>
			<Date>2022-10-11</Date>
			<Description>Resident work apparel; lactation accomodation</Description>
			<Amount>7333.14</Amount>
		</Row>
		<Row>
			<Expense-Category>Meals</Expense-Category>
			<Date>2022-10-27</Date>
			<Description>Snacks for resident meetings</Description>
			<Amount>270</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-07-12</Date>
			<Description>Book basket</Description>
			<Amount>78.18</Amount>
		</Row>
		<Row>
			<Expense-Category>Recruitment</Expense-Category>
			<Date>2022-09-28</Date>
			<Description>LMSA virtual conference</Description>
			<Amount>120</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Workshops, Conferences or Retreat</Expense-Category>
			<Date>2022-08-17</Date>
			<Description>SFP conference; critical care course</Description>
			<Amount>1230.25</Amount>
		</Row>
		<Row>
			<Expense-Category>Travel</Expense-Category>
			<Date>2022-11-10</Date>
			<Description>flight and hotel for critical conference course</Description>
			<Amount>1468.43</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>ACOG Wellness week</Description>
			<Amount>9000</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Thank a resident day</Description>
			<Amount>2500</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Resident Retreat</Description>
			<Amount>10000</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Graduation</Description>
			<Amount>10000</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Scrubs</Description>
			<Amount>2000</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Faculty/Resident mentoring groups</Description>
			<Amount>3500</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Board review course</Description>
			<Amount>10500</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Susanville rural rotation</Description>
			<Amount>2000</Amount>
		</Row>
		<total>
			<Amount>60000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>60000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>60000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253250-2122,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Kathy Angkustiri -10% Effort, Behavioral Health Training</Description>
			<Amount>12348.39</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Samhita Bhargava, 5% Effort, QI Champion and Glassrock Continuity clinic</Description>
			<Amount>5584.97</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Melissa Hopkins - 10% Effort, Mental Health Training</Description>
			<Amount>15431.63</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Adrienne Hoyt-Austin, 5% Effort, Faculty Coach</Description>
			<Amount>4916.74</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Sean Munoz, 5% Effort, Faculty Coach</Description>
			<Amount>5838.66</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Maura Reilly - 30% Effort, Community Health and Advocacy and Scholarly Project Training</Description>
			<Amount>10599.5</Amount>
		</Row>
		<Row>
			<Expense-Category>Memberships, Subscriptions, and Professional Activity Costs</Expense-Category>
			<Date>2022-08-17</Date>
			<Description>Mircophone to be used soley for mixed in person/live didactic conferences for residents</Description>
			<Amount>71.42</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-08-11</Date>
			<Description>MedStudy Agreement to assist our third-year pediatric residents in studying for the American Board of Pediatrics initial general pediatrics certifying examination</Description>
			<Amount>5420.66</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Unused funds to be used on salaries, benefits and wages from 1/1/23-6/30/23</Description>
			<Amount>14788.03</Amount>
		</Row>
		<total>
			<Amount>75000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>75000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>75000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253244-1920,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Salaries, Benefits, EPL for May &amp; June </Description>
			<Amount>16127.58</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Salaries, Benefits, EPL for Jul - Dec</Description>
			<Amount>47799.71</Amount>
		</Row>
		<Row>
			<Expense-Category>Licensing Fees</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Med Board License Residents</Description>
			<Amount>11293.5</Amount>
		</Row>
		<Row>
			<Expense-Category>Meals</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Meal Tickets Residents</Description>
			<Amount>10728.64</Amount>
		</Row>
		<Row>
			<Expense-Category>Contractual and Consultant Costs</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Josh Wathen </Description>
			<Amount>885</Amount>
		</Row>
		<Row>
			<Expense-Category>Resident Well-Being</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Resident Wellness</Description>
			<Amount>5592.33</Amount>
		</Row>
		<Row>
			<Expense-Category>Resident Well-Being</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Resident Education Stipend</Description>
			<Amount>28414.57</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Workshops, Conferences or Retreat</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Procedure Workshop</Description>
			<Amount>126.86</Amount>
		</Row>
		<Row>
			<Expense-Category>Faculty Development</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Chief Resident Stipend Supplies APD</Description>
			<Amount>2481.67</Amount>
		</Row>
		<Row>
			<Expense-Category>Licensing Fees</Expense-Category>
			<Date>2022-07-04</Date>
			<Description>Resident Exams</Description>
			<Amount>21535</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Remaining Funds not used yet</Description>
			<Amount>59604.14</Amount>
		</Row>
		<total>
			<Amount>204589</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>204589</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>204589</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253244-2122,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>July through December salaries, benefits and wages will be posted in January. The reported amount includes the total though for residency program administrative staff and faculty.</Description>
			<Amount>22830.69</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Unused funds will support programmatic costs such as union dues, wellness programming events, reimbursement for scholarship and mileage, educational and DEI program costs, and educational supplies</Description>
			<Amount>77169.31</Amount>
		</Row>
		<total>
			<Amount>100000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>100000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>100000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253203-1920,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-07-31</Date>
			<Description>July Resident director and coordinator  </Description>
			<Amount>9380.35</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-08-31</Date>
			<Description>August Resident director and coordinator  </Description>
			<Amount>9028.63</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-09-30</Date>
			<Description>September Resident director and coordinator  </Description>
			<Amount>9204.49</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-10-31</Date>
			<Description> October Resident Director and coordinator</Description>
			<Amount>9029.41</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-11-30</Date>
			<Description>November Resident Director and coordinator</Description>
			<Amount>9059.19</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>December Resident Director and coordinator</Description>
			<Amount>6182.47</Amount>
		</Row>
		<total>
			<Amount>51884.54</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>51884.54</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>51884.54</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253206-1920,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Salaries, Benefits for Residents</Description>
			<Amount>25000</Amount>
		</Row>
		<total>
			<Amount>25000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>25000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>25000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253206-2021,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Salaries, Benefits for Residents</Description>
			<Amount>25000</Amount>
		</Row>
		<total>
			<Amount>25000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>25000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>25000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253291-2122,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Salaries, Benefits for Residents</Description>
			<Amount>33504.88</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Salaries, Benefits for Residents</Description>
			<Amount>3995.12</Amount>
		</Row>
		<total>
			<Amount>37500</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>37500</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>37500</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253202-2021,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Memberships, Subscriptions, and Professional Activity Costs</Expense-Category>
			<Date>2022-07-02</Date>
			<Description>Program director subscription to NEJM</Description>
			<Amount>59</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-10-25</Date>
			<Description>NEJM online subscription to assess resident training, board review modules &amp; clinical modules</Description>
			<Amount>4800</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Workshops, Conferences or Retreat</Expense-Category>
			<Date>2022-10-02</Date>
			<Description>Resident &amp; Core Faculty Fall Retreat for 3-day overnight event.  Activities include detailed review of program curriculum, identify areas for improvement, create action plan, assess well-being, bonding, and team building</Description>
			<Amount>27545</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Spring resident &amp; faculty retreat, resident travel, faculty development, resident wellness</Description>
			<Amount>28762</Amount>
		</Row>
		<total>
			<Amount>61166</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>61166</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>61166</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253202-2122,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-11-30</Date>
			<Description>Stipend for resident coverage of 24 hour call over 2 days during resident &amp; faculty fall retreat</Description>
			<Amount>3000</Amount>
		</Row>
		<Row>
			<Expense-Category>Educational Materials</Expense-Category>
			<Date>2022-09-14</Date>
			<Description>Society of Teachers of Family Medicine Residency Curriculum of peer-reviewed, case-based presentations, quizzes, and facilitators' guides</Description>
			<Amount>1800</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Spring resident &amp; faculty retreat, resident travel</Description>
			<Amount>20200</Amount>
		</Row>
		<total>
			<Amount>25000</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>25000</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>25000</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
2253260-1920,"<?xml version=""1.0"" encoding=""UTF-8""?><worksheet>
	<Expenses-Reporting-Period>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Residency Program Director (PD), Associate Program Director (APD), Residency Research Lead (RL) and Simulation Director (SD): We allocated 16% of the Program Director's and  8%  of our residency faculty team's  (APD, RL, SD, except a flat rate for OB sim lead) salary and benefits to the CalMed grant.  For the faculty salary support was provided for GME/residency activities only.  Sixteen percent for the program director includes time to support the 2 additional trainees, organize the expansion and improvement of the curriculum (including EDI, Community Outreach and other components of the residnet leadership curriculum).  For three faculty eight percent of the costs represent those incurred by teaching and supporting the two (of twenty-four total) residents that are supported by the CalMed grant.   We expended our simulation curriculum and added support via a flat fee for the new faculty member.</Description>
			<Amount>28349</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>8% of Residency Coordinator (RC; one FTE); 8% ACGME/GME Manager (1 FTE)</Description>
			<Amount>7532</Amount>
		</Row>
		<Row>
			<Expense-Category>Salaries, Benefits and Wages</Expense-Category>
			<Date>2022-12-30</Date>
			<Description>Contribution to support  2 resident salary and benefits</Description>
			<Amount>12486</Amount>
		</Row>
		<Row>
			<Expense-Category>Recruitment</Expense-Category>
			<Date>2022-10-01</Date>
			<Description>EDI GME Recruitment video for OBGYN Department</Description>
			<Amount>2975</Amount>
		</Row>
		<Row>
			<Expense-Category>Faculty Development</Expense-Category>
			<Date>2022-08-31</Date>
			<Description>Education Retreat Invited Speaker - honorarium</Description>
			<Amount>1500</Amount>
		</Row>
		<Row>
			<Expense-Category>Meals</Expense-Category>
			<Date>2022-08-31</Date>
			<Description>Education Retreat meals for all trainees and faculty</Description>
			<Amount>648</Amount>
		</Row>
		<Row>
			<Expense-Category>Travel</Expense-Category>
			<Date>2022-08-31</Date>
			<Description>Air and Hotel ($565.96 and $628.86) for Education Retreat Speaker</Description>
			<Amount>1185</Amount>
		</Row>
		<Row>
			<Expense-Category>Memberships, Subscriptions, and Professional Activity Costs</Expense-Category>
			<Date>2022-07-27</Date>
			<Description>APGO Dues</Description>
			<Amount>325</Amount>
		</Row>
		<Row>
			<Expense-Category>Unused Funds</Expense-Category>
			<Date>2022-07-31</Date>
			<Description>THIS WAS ALL ACCOUNTED FOR IN THE JULY REPORT.We should have only had 55,000 of unused funds at the start of this cycle.  All prior 6 month intervals have used the $55,000 available .  We will work with our grants group to identify the discrepancy.</Description>
			<Amount>66394.78</Amount>
		</Row>
		<total>
			<Amount>121394.78</Amount>
		</total>
	</Expenses-Reporting-Period>
	<Available-Funds>
		<Total-Available-Funds>
			<Total-Amount>121394.78</Total-Amount>
		</Total-Available-Funds>
		<Amount-Reported>
			<Total-Amount>121394.78</Total-Amount>
		</Amount-Reported>
		<Remaining-Funds>
			<Total-Amount>0</Total-Amount>
		</Remaining-Funds>
	</Available-Funds>
</worksheet>"
